title,code,industry,link,Assessing Authority,Quick_SKILLED VISAS,Quick_EMPLOYER-SPONSORED,Quick_STATE NOMINATION,Visa_189,Visa_190,Visa_491,Visa_485,Visa_482,Visa_186,Visa_494,Visa_407,List_All applicable lists,List_Skilled visas,List_Employer-sponsored,List_Regional employer-sponsored,List_Training,List_Skilled assessing authorities,ACT_190,ACT_491,ACT_Streams,NT_190,NT_491,NT_Streams,NSW_190,NSW_491,NSW_Streams,QLD_190,QLD_491,QLD_Streams,SA_190,SA_491,SA_Streams,TAS_190,TAS_491,TAS_Streams,VIC_190,VIC_491,VIC_Streams,WA_190,WA_491,WA_Streams
marine surveyor,231215,231215,https://www.anzscolookup.com.au/occupations/231215,AMSA,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
marine transport professionals (nec),231299,231299,https://www.anzscolookup.com.au/occupations/231299,VETASSESS,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Market Research Analyst,225112,225112,https://www.anzscolookup.com.au/occupations/225112,VETASSESS,ROL,Not available,"4 options, 190: 0 states, 491: 4 states",Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | ROL,ROL,ROL,Not available,ROL,ROL,VETASSESS,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Ineligible,
Marketing Specialist,225113,225113,https://www.anzscolookup.com.au/occupations/225113,VETASSESS,STSOL,CSOL,"7 options, 190: 3 states, 491: 4 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Massage Therapist,411611,411611,https://www.anzscolookup.com.au/occupations/411611,VETASSESS,STSOL,CSOL,"7 options, 190: 3 states, 491: 4 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
master fisher,231211,231211,https://www.anzscolookup.com.au/occupations/231211,VETASSESS,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Materials Engineer,233112,233112,https://www.anzscolookup.com.au/occupations/233112,Engineers Australia,MLTSSL,CSOL,"14 options, 190: 7 states, 491: 7 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,Engineers Australia,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Mathematician,224112,224112,https://www.anzscolookup.com.au/occupations/224112,VETASSESS,STSOL,CSOL,"8 options, 190: 4 states, 491: 4 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,
Meat Inspector,311312,311312,https://www.anzscolookup.com.au/occupations/311312,VETASSESS,STSOL,CSOL,"10 options, 190: 5 states, 491: 5 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Mechanical Engineer,233512,233512,https://www.anzscolookup.com.au/occupations/233512,Engineers Australia,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,Engineers Australia,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Mechanical Engineering Draftsperson,312511,312511,https://www.anzscolookup.com.au/occupations/312511,Engineers Australia,ROL,CSOL,"8 options, 190: 0 states, 491: 8 states",Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | ROL,"ROL, CSOL",ROL,CSOL,ROL,ROL,Engineers Australia,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,
Mechanical Engineering Technician,312512,312512,https://www.anzscolookup.com.au/occupations/312512,TRA,STSOL,CSOL,"16 options, 190: 8 states, 491: 8 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,TRA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
media producer (excluding video),212112,212112,https://www.anzscolookup.com.au/occupations/212112,VETASSESS,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Medical Administrator,134211,134211,https://www.anzscolookup.com.au/occupations/134211,VETASSESS,ROL,CSOL,"7 options, 190: 0 states, 491: 7 states",Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | ROL,"ROL, CSOL",ROL,CSOL,ROL,ROL,VETASSESS,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,
Medical Diagnostic Radiographer,251211,251211,https://www.anzscolookup.com.au/occupations/251211,ASMIRT,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,ASMIRT,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Medical Laboratory Scientist,234611,234611,https://www.anzscolookup.com.au/occupations/234611,AIMS,MLTSSL,Not available,"14 options, 190: 7 states, 491: 7 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Ineligible | Not listed,Ineligible | Not listed,Eligible | MLTSSL,Eligible | MLTSSL,MLTSSL,MLTSSL,Not available,MLTSSL,MLTSSL,AIMS,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Medical Laboratory Technician,311213,311213,https://www.anzscolookup.com.au/occupations/311213,AIMS,STSOL,Not available,"15 options, 190: 7 states, 491: 8 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | STSOL,"STSOL, ROL",STSOL,Not available,ROL,STSOL,AIMS,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Medical Oncologist,253314,253314,https://www.anzscolookup.com.au/occupations/253314,MedBA,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,MedBA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Medical Practitioners (NEC),253999,253999,https://www.anzscolookup.com.au/occupations/253999,MedBA,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,MedBA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Medical Radiation Therapist,251212,251212,https://www.anzscolookup.com.au/occupations/251212,ASMIRT,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,ASMIRT,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Medical Technicians (NEC),311299,311299,https://www.anzscolookup.com.au/occupations/311299,VETASSESS,STSOL,CSOL,"14 options, 190: 7 states, 491: 7 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Metal Casting Trades Worker,322114,322114,https://www.anzscolookup.com.au/occupations/322114,TRA,Not available,CSOL,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Ineligible | Not listed,"CSOL, ROL",Not available,CSOL,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Metal Fabricator,322311,322311,https://www.anzscolookup.com.au/occupations/322311,TRA,MLTSSL,CSOL,"14 options, 190: 7 states, 491: 7 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,TRA,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Metal Fitters And Machinists (NEC),323299,323299,https://www.anzscolookup.com.au/occupations/323299,TRA,STSOL,CSOL,"16 options, 190: 8 states, 491: 8 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,TRA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Metal Machinist (First Class),323214,323214,https://www.anzscolookup.com.au/occupations/323214,TRA,MLTSSL,CSOL,"16 options, 190: 8 states, 491: 8 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,TRA,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
metal polisher,322115,322115,https://www.anzscolookup.com.au/occupations/322115,TRA,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Metallurgical Or Materials Technician,312912,312912,https://www.anzscolookup.com.au/occupations/312912,VETASSESS,STSOL,CSOL,"16 options, 190: 8 states, 491: 8 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Metallurgist,234912,234912,https://www.anzscolookup.com.au/occupations/234912,VETASSESS,MLTSSL,CSOL,"10 options, 190: 5 states, 491: 5 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Meteorologist,234913,234913,https://www.anzscolookup.com.au/occupations/234913,VETASSESS,MLTSSL,CSOL,"10 options, 190: 5 states, 491: 5 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Microbiologist,234517,234517,https://www.anzscolookup.com.au/occupations/234517,VETASSESS,MLTSSL,Not available,"10 options, 190: 5 states, 491: 5 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Ineligible | Not listed,Ineligible | Not listed,Eligible | MLTSSL,Eligible | MLTSSL,MLTSSL,MLTSSL,Not available,MLTSSL,MLTSSL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Middle School Teacher / Intermediate School Teacher,241311,241311,https://www.anzscolookup.com.au/occupations/241311,AITSL,STSOL,CSOL,"14 options, 190: 7 states, 491: 7 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,AITSL,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Midwife,254111,254111,https://www.anzscolookup.com.au/occupations/254111,ANMAC,MLTSSL,CSOL,"15 options, 190: 8 states, 491: 7 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,ANMAC,Eligible,Eligible,,Eligible,Eligible,,Eligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
migration agent (Aus) / immigration consultant (NZ),224913,224913,https://www.anzscolookup.com.au/occupations/224913,VETASSESS,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,ROL,Not available,Not available,ROL,Not available,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Mine Deputy,312913,312913,https://www.anzscolookup.com.au/occupations/312913,VETASSESS,STSOL,CSOL,"12 options, 190: 5 states, 491: 7 states",Ineligible | Not listed,Eligible | STSOL,Eligible | STSOL,Ineligible | Not listed,Eligible | CSOL,Eligible | CSOL,Eligible | ROL,Eligible | STSOL,"STSOL, CSOL, ROL",STSOL,CSOL,ROL,STSOL,VETASSESS,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
Mining Engineer (Excluding Petroleum),233611,233611,https://www.anzscolookup.com.au/occupations/233611,Engineers Australia,MLTSSL,CSOL,"14 options, 190: 7 states, 491: 7 states",Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | MLTSSL,Eligible | CSOL,Eligible | CSOL,Eligible | MLTSSL,Eligible | MLTSSL,"MLTSSL, CSOL",MLTSSL,CSOL,MLTSSL,MLTSSL,Engineers Australia,Ineligible,Ineligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,,Eligible,Eligible,
minister of religion,272211,272211,https://www.anzscolookup.com.au/occupations/272211,Manual verification required,Not available,Not available,"Not available, 190: 0 states, 491: 0 states",Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | STSOL,STSOL,Not available,Not available,Not available,STSOL,Manual verification required,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Ineligible,
Mixed Crop And Livestock Farmer,121411,121411,https://www.anzscolookup.com.au/occupations/121411,VETASSESS,ROL,Not available,"5 options, 190: 0 states, 491: 5 states",Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | ROL,ROL,ROL,Not available,ROL,ROL,VETASSESS,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,
Mixed Crop Farmer,121216,121216,https://www.anzscolookup.com.au/occupations/121216,VETASSESS,ROL,Not available,"5 options, 190: 0 states, 491: 5 states",Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Ineligible | Not listed,Ineligible | Not listed,Ineligible | Not listed,Eligible | ROL,Eligible | ROL,ROL,ROL,Not available,ROL,ROL,VETASSESS,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Ineligible,,Ineligible,Ineligible,,Ineligible,Eligible,,Ineligible,Eligible,,Ineligible,Eligible,
