title,code,industry,link,Assessing Authority,Federal Lists,Skilled Visas,Employer Sponsored Visas,State Nomination
Registered Nurse (Medical),254418,254418,https://www.anzscolookup.com.au/occupations/254418,ANMAC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Registered Nurse (Mental Health),254422,254422,https://www.anzscolookup.com.au/occupations/254422,ANMAC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Registered Nurse (Paediatrics),254425,254425,https://www.anzscolookup.com.au/occupations/254425,ANMAC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Registered Nurse (Perioperative),254423,254423,https://www.anzscolookup.com.au/occupations/254423,ANMAC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Registered Nurse (Surgical),254424,254424,https://www.anzscolookup.com.au/occupations/254424,ANMAC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Registered Nurses (NEC),254499,254499,https://www.anzscolookup.com.au/occupations/254499,ANMAC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Regulatory Affairs Manager,139917,139917,https://www.anzscolookup.com.au/occupations/139917,VETASSESS,CSOL,Not available,"Subclass 482, Subclass 186","190: 0 states, 491: 0 states"
Rehabilitation Counsellor,272114,272114,https://www.anzscolookup.com.au/occupations/272114,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 5 states, 491: 6 states"
Renal Medicine Specialist,253322,253322,https://www.anzscolookup.com.au/occupations/253322,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Renderer (Solid Plaster),333212,333212,https://www.anzscolookup.com.au/occupations/333212,TRA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Research And Development Manager,132511,132511,https://www.anzscolookup.com.au/occupations/132511,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 6 states"
Resident Medical Officer,253112,253112,https://www.anzscolookup.com.au/occupations/253112,MedBA,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Residential Care Officer,411715,411715,https://www.anzscolookup.com.au/occupations/411715,ACWA,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 7 states"
Respiratory Scientist,234612,234612,https://www.anzscolookup.com.au/occupations/234612,VETASSESS,CSOL,Not available,"Subclass 482, Subclass 186","190: 0 states, 491: 0 states"
Respiratory Technician,311217,311217,https://www.anzscolookup.com.au/occupations/311217,VETASSESS,CSOL,Not available,"Subclass 482, Subclass 186","190: 0 states, 491: 0 states"
Retail Buyer,639211,639211,https://www.anzscolookup.com.au/occupations/639211,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 3 states"
Retail Manager (General),142111,142111,https://www.anzscolookup.com.au/occupations/142111,VETASSESS,"CSOL, ROL",Not available,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 0 states"
Retail Pharmacist,251513,251513,https://www.anzscolookup.com.au/occupations/251513,APharmC,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 8 states"
retirement village manager,141912,141912,https://www.anzscolookup.com.au/occupations/141912,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Rheumatologist,253323,253323,https://www.anzscolookup.com.au/occupations/253323,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Roof Plumber,334115,334115,https://www.anzscolookup.com.au/occupations/334115,TRA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Roof Tiler,333311,333311,https://www.anzscolookup.com.au/occupations/333311,TRA,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Safety Inspector,312611,312611,https://www.anzscolookup.com.au/occupations/312611,VETASSESS,ROL,Subclass 491,Subclass 494,"190: 0 states, 491: 6 states"
sail maker,393113,393113,https://www.anzscolookup.com.au/occupations/393113,TRA,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Sales And Marketing Manager,131112,131112,https://www.anzscolookup.com.au/occupations/131112,IML,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 4 states, 491: 6 states"
Sales Representative (Industrial Products),225411,225411,https://www.anzscolookup.com.au/occupations/225411,VETASSESS,"CSOL, ROL",Not available,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 0 states"
Sales Representative (Medical and Pharmaceutical Products),225412,225412,https://www.anzscolookup.com.au/occupations/225412,VETASSESS,"CSOL, ROL",Not available,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 0 states"
saw doctor,323315,323315,https://www.anzscolookup.com.au/occupations/323315,TRA,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
school laboratory technician,311414,311414,https://www.anzscolookup.com.au/occupations/311414,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
School Principal,134311,134311,https://www.anzscolookup.com.au/occupations/134311,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 5 states"
Science Technicians (NEC),311499,311499,https://www.anzscolookup.com.au/occupations/311499,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 5 states, 491: 5 states"
Screen Printer,392112,392112,https://www.anzscolookup.com.au/occupations/392112,TRA,"CSOL, ROL",Not available,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 0 states"
sculptor,211413,211413,https://www.anzscolookup.com.au/occupations/211413,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Secondary School Teacher,241411,241411,https://www.anzscolookup.com.au/occupations/241411,AITSL,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
secretary (general),521211,521211,https://www.anzscolookup.com.au/occupations/521211,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
security consultant,442216,442216,https://www.anzscolookup.com.au/occupations/442216,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
shearer,361211,361211,https://www.anzscolookup.com.au/occupations/361211,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Sheep Farmer,121322,121322,https://www.anzscolookup.com.au/occupations/121322,VETASSESS,ROL,Subclass 491,Subclass 494,"190: 0 states, 491: 4 states"
Sheetmetal Worker,322211,322211,https://www.anzscolookup.com.au/occupations/322211,TRA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Ship's Engineer,231212,231212,https://www.anzscolookup.com.au/occupations/231212,AMSA,"CSOL, ROL",Not available,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 0 states"
Ship’s Master,231213,231213,https://www.anzscolookup.com.au/occupations/231213,AMSA,ROL,Subclass 491,Subclass 494,"190: 0 states, 491: 5 states"
ship’s officer,231214,231214,https://www.anzscolookup.com.au/occupations/231214,AMSA,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Shipwright,399112,399112,https://www.anzscolookup.com.au/occupations/399112,TRA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 3 states"
Shoemaker,393114,393114,https://www.anzscolookup.com.au/occupations/393114,TRA,"CSOL, ROL",Not available,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 0 states"
Signwriter,399611,399611,https://www.anzscolookup.com.au/occupations/399611,TRA,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 3 states"
singer,211214,211214,https://www.anzscolookup.com.au/occupations/211214,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Small Engine Mechanic,321214,321214,https://www.anzscolookup.com.au/occupations/321214,TRA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 7 states"
small offset printer,392312,392312,https://www.anzscolookup.com.au/occupations/392312,TRA,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Snowsport Instructor,452314,452314,https://www.anzscolookup.com.au/occupations/452314,VETASSESS,"STSOL, ROL","Subclass 190, Subclass 491",Subclass 494,"190: 3 states, 491: 3 states"
Social Professionals (NEC),272499,272499,https://www.anzscolookup.com.au/occupations/272499,VETASSESS,"STSOL, ROL","Subclass 190, Subclass 491",Subclass 494,"190: 4 states, 491: 5 states"
Social Worker,272511,272511,https://www.anzscolookup.com.au/occupations/272511,AASW,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 8 states"
Software And Applications Programmers (NEC),261399,261399,https://www.anzscolookup.com.au/occupations/261399,ACS,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Software Engineer,261313,261313,https://www.anzscolookup.com.au/occupations/261313,ACS,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Software Tester,261314,261314,https://www.anzscolookup.com.au/occupations/261314,ACS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Solicitor,271311,271311,https://www.anzscolookup.com.au/occupations/271311,a legal admissions authority of a State or Territory,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 6 states"
Sonographer,251214,251214,https://www.anzscolookup.com.au/occupations/251214,ASMIRT,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Sound Technician,399516,399516,https://www.anzscolookup.com.au/occupations/399516,TRA,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 3 states"
Special Education Teachers (NEC),241599,241599,https://www.anzscolookup.com.au/occupations/241599,AITSL,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Special Needs Teacher,241511,241511,https://www.anzscolookup.com.au/occupations/241511,AITSL,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
specialist managers nec,139999,139999,https://www.anzscolookup.com.au/occupations/139999,VETASSESS,"STSOL, ROL","Subclass 190, Subclass 491",Subclass 494,"190: 6 states, 491: 6 states"
Specialist Physician (General Medicine),253311,253311,https://www.anzscolookup.com.au/occupations/253311,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Specialist Physicians (NEC),253399,253399,https://www.anzscolookup.com.au/occupations/253399,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Speech Pathologist / Speech Language Therapist,252712,252712,https://www.anzscolookup.com.au/occupations/252712,SPA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Sports Administrator,139915,139915,https://www.anzscolookup.com.au/occupations/139915,VETASSESS,ROL,Subclass 491,Subclass 494,"190: 0 states, 491: 6 states"
Sports Centre Manager,149113,149113,https://www.anzscolookup.com.au/occupations/149113,VETASSESS,ROL,Subclass 491,Subclass 494,"190: 0 states, 491: 3 states"
Sports Development Officer,452321,452321,https://www.anzscolookup.com.au/occupations/452321,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 4 states, 491: 4 states"
sports umpire,452322,452322,https://www.anzscolookup.com.au/occupations/452322,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Sportspersons (NEC),452499,452499,https://www.anzscolookup.com.au/occupations/452499,VETASSESS,"STSOL, ROL","Subclass 190, Subclass 491",Subclass 494,"190: 3 states, 491: 3 states"
Stage Manager,212316,212316,https://www.anzscolookup.com.au/occupations/212316,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 3 states"
statistician,224116,224116,https://www.anzscolookup.com.au/occupations/224116,VETASSESS,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 3 states"
Statistician,224113,224113,https://www.anzscolookup.com.au/occupations/224113,Manual verification required,,Not available,Not available,"190: 0 states, 491: 0 states"
stock and station agent,611112,611112,https://www.anzscolookup.com.au/occupations/611112,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Stockbroking Dealer,222213,222213,https://www.anzscolookup.com.au/occupations/222213,VETASSESS,"STSOL, ROL","Subclass 190, Subclass 491",Subclass 494,"190: 4 states, 491: 4 states"
Stonemason,331112,331112,https://www.anzscolookup.com.au/occupations/331112,TRA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Structural Engineer,233214,233214,https://www.anzscolookup.com.au/occupations/233214,Engineers Australia,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Student Counsellor,272115,272115,https://www.anzscolookup.com.au/occupations/272115,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 5 states, 491: 7 states"
Sugar Cane Grower,121217,121217,https://www.anzscolookup.com.au/occupations/121217,VETASSESS,ROL,Subclass 491,Subclass 494,"190: 0 states, 491: 5 states"
Supply And Distribution Manager,133611,133611,https://www.anzscolookup.com.au/occupations/133611,IML,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 6 states"
Supply Chain Analyst,224714,224714,https://www.anzscolookup.com.au/occupations/224714,VETASSESS,CSOL,Not available,"Subclass 482, Subclass 186","190: 0 states, 491: 0 states"
Surgeon (General),253511,253511,https://www.anzscolookup.com.au/occupations/253511,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 7 states"
Surveying Or Spatial Science Technician,312116,312116,https://www.anzscolookup.com.au/occupations/312116,VETASSESS,"ROL, CSOL",Subclass 491,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 8 states"
Surveyor,232212,232212,https://www.anzscolookup.com.au/occupations/232212,ISNSW,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Swimming Coach Or Instructor,452315,452315,https://www.anzscolookup.com.au/occupations/452315,VETASSESS,"STSOL, ROL","Subclass 190, Subclass 491",Subclass 494,"190: 3 states, 491: 3 states"
Systems Administrator,262113,262113,https://www.anzscolookup.com.au/occupations/262113,ACS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Systems Analyst,261112,261112,https://www.anzscolookup.com.au/occupations/261112,ACS,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Taxation Accountant,221113,221113,https://www.anzscolookup.com.au/occupations/221113,CPAA / IPA / CAANZ,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 5 states, 491: 6 states"
Teacher Of English To Speakers Of Other Languages,249311,249311,https://www.anzscolookup.com.au/occupations/249311,VETASSESS,"STSOL, ROL","Subclass 190, Subclass 491",Subclass 494,"190: 4 states, 491: 5 states"
Teacher Of The Hearing Impaired,241512,241512,https://www.anzscolookup.com.au/occupations/241512,AITSL,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Teacher Of The Sight Impaired,241513,241513,https://www.anzscolookup.com.au/occupations/241513,AITSL,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Technical Cable Jointer,342212,342212,https://www.anzscolookup.com.au/occupations/342212,TRA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Technical Director,212317,212317,https://www.anzscolookup.com.au/occupations/212317,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 3 states"
technical sales representatives nec,225499,225499,https://www.anzscolookup.com.au/occupations/225499,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 4 states, 491: 4 states"
Technical Writer,212415,212415,https://www.anzscolookup.com.au/occupations/212415,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 4 states"
Technicians and Trades Workers nec,399999,399999,https://www.anzscolookup.com.au/occupations/399999,TRA,"CSOL, ROL",Not available,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 0 states"
Telecommunications Cable Jointer,342412,342412,https://www.anzscolookup.com.au/occupations/342412,TRA,"CSOL, ROL",Not available,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 0 states"
Telecommunications Engineer,263311,263311,https://www.anzscolookup.com.au/occupations/263311,Engineers Australia,MLTSSL,"Subclass 189, Subclass 190, Subclass 491, Subclass 485",Subclass 494,"190: 6 states, 491: 6 states"
Telecommunications Field Engineer,313212,313212,https://www.anzscolookup.com.au/occupations/313212,Engineers Australia,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 5 states, 491: 5 states"
Telecommunications Linesworker / Telecommunications Line Mechanic,342413,342413,https://www.anzscolookup.com.au/occupations/342413,TRA,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Telecommunications Network Engineer,263312,263312,https://www.anzscolookup.com.au/occupations/263312,Engineers Australia,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 6 states, 491: 6 states"
Telecommunications Network Planner,313213,313213,https://www.anzscolookup.com.au/occupations/313213,Engineers Australia,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 5 states, 491: 5 states"
Telecommunications Technical Officer Or Technologist,313214,313214,https://www.anzscolookup.com.au/occupations/313214,Engineers Australia,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 5 states, 491: 5 states"
Telecommunications Technician,342414,342414,https://www.anzscolookup.com.au/occupations/342414,TRA,"CSOL, ROL",Not available,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 0 states"
television equipment operator,399517,399517,https://www.anzscolookup.com.au/occupations/399517,TRA,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Television Journalist,212416,212416,https://www.anzscolookup.com.au/occupations/212416,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 4 states"
television presenter,212114,212114,https://www.anzscolookup.com.au/occupations/212114,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Tennis Coach,452316,452316,https://www.anzscolookup.com.au/occupations/452316,VETASSESS,MLTSSL,"Subclass 189, Subclass 190, Subclass 491, Subclass 485",Subclass 494,"190: 3 states, 491: 3 states"
"Textile, Clothing and Footwear Mechanic",323215,323215,https://www.anzscolookup.com.au/occupations/323215,TRA,"CSOL, ROL",Not available,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 0 states"
Thoracic Medicine Specialist,253324,253324,https://www.anzscolookup.com.au/occupations/253324,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Toolmaker,323412,323412,https://www.anzscolookup.com.au/occupations/323412,TRA,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 4 states, 491: 3 states"
Tour Guide,451412,451412,https://www.anzscolookup.com.au/occupations/451412,VETASSESS,CSOL,Not available,"Subclass 482, Subclass 186","190: 0 states, 491: 0 states"
Traditional Chinese Medicine Practitioner,252214,252214,https://www.anzscolookup.com.au/occupations/252214,Chinese Medicine Board of Australia,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 5 states, 491: 5 states"
training and development professional,223311,223311,https://www.anzscolookup.com.au/occupations/223311,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Translator,272413,272413,https://www.anzscolookup.com.au/occupations/272413,NAATI,"ROL, CSOL",Subclass 491,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 5 states"
Transport Company Manager,149413,149413,https://www.anzscolookup.com.au/occupations/149413,VETASSESS,"STSOL, ROL","Subclass 190, Subclass 491",Subclass 494,"190: 4 states, 491: 5 states"
Transport Engineer,233215,233215,https://www.anzscolookup.com.au/occupations/233215,Engineers Australia,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Travel Agency Manager,142116,142116,https://www.anzscolookup.com.au/occupations/142116,VETASSESS,"CSOL, ROL",Not available,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 0 states"
travel attendants (nec),451799,451799,https://www.anzscolookup.com.au/occupations/451799,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Travel Consultant,451612,451612,https://www.anzscolookup.com.au/occupations/451612,VETASSESS,CSOL,Not available,"Subclass 482, Subclass 186","190: 0 states, 491: 0 states"
Tree Worker,362512,362512,https://www.anzscolookup.com.au/occupations/362512,VETASSESS,CSOL,Not available,"Subclass 482, Subclass 186","190: 0 states, 491: 0 states"
trust officer,599215,599215,https://www.anzscolookup.com.au/occupations/599215,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
turf grower,121218,121218,https://www.anzscolookup.com.au/occupations/121218,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
University Lecturer,242111,242111,https://www.anzscolookup.com.au/occupations/242111,VETASSESS,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 5 states, 491: 6 states"
university tutor,242112,242112,https://www.anzscolookup.com.au/occupations/242112,VETASSESS,ROL,Not available,Subclass 494,"190: 0 states, 491: 0 states"
Upholsterer,393311,393311,https://www.anzscolookup.com.au/occupations/393311,TRA,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 4 states, 491: 4 states"
Urban And Regional Planner,232611,232611,https://www.anzscolookup.com.au/occupations/232611,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 8 states"
Urologist,253518,253518,https://www.anzscolookup.com.au/occupations/253518,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 7 states"
Valuer,224512,224512,https://www.anzscolookup.com.au/occupations/224512,VETASSESS,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 4 states, 491: 4 states"
Vascular Surgeon,253521,253521,https://www.anzscolookup.com.au/occupations/253521,MedBA,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 7 states"
Vegetable Grower (Aus)/Market Gardener (Nz),121221,121221,https://www.anzscolookup.com.au/occupations/121221,VETASSESS,"STSOL, ROL","Subclass 190, Subclass 491",Subclass 494,"190: 4 states, 491: 5 states"
Vehicle Body Builder,324211,324211,https://www.anzscolookup.com.au/occupations/324211,TRA,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 4 states, 491: 4 states"
Vehicle Painter,324311,324311,https://www.anzscolookup.com.au/occupations/324311,TRA,"ROL, CSOL",Subclass 491,"Subclass 482, Subclass 186, Subclass 494","190: 0 states, 491: 5 states"
Vehicle Trimmer,324212,324212,https://www.anzscolookup.com.au/occupations/324212,TRA,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 4 states, 491: 4 states"
Veterinarian,234711,234711,https://www.anzscolookup.com.au/occupations/234711,AVBC,"MLTSSL, CSOL","Subclass 189, Subclass 190, Subclass 491, Subclass 485","Subclass 482, Subclass 186, Subclass 494","190: 8 states, 491: 8 states"
Veterinary Nurse,361311,361311,https://www.anzscolookup.com.au/occupations/361311,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 7 states, 491: 7 states"
Video Producer,212318,212318,https://www.anzscolookup.com.au/occupations/212318,VETASSESS,"STSOL, CSOL, ROL","Subclass 190, Subclass 491","Subclass 482, Subclass 186, Subclass 494","190: 3 states, 491: 3 states"
